Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
12635,CO,Electric Vehicle (EV) Charger Funding Authorization,"The Colorado Community Enterprise (Enterprise), a government-owned
business, is authorized to implement grant, loan, or rebate programs for
EV chargers. Funding may be issued for the following:

-   Public, workplace, transportation network company, and multi-unit
    dwelling EV charger installations;
-   EV charger installations for communities, including
    disproportionately impacted communities;
-   EV chargers for medium- and heavy- duty electric vehicles (EVs)
    including electrified refrigerated trailers;
-   Networks and plazas of direct current (DC) fast charging
    infrastructure; and,
-   Infrastructure needs to support the powering of hydrogen fuel cell
    motor vehicles.

For more information, including the Enterprise's [Ten-Year
Plan](https://drive.google.com/file/d/1tDKc3FbI-pxpqNxkpLlfZD3VvRLXW5HH/view?usp=sharing),
see the Colorado Energy Office [Community Access
Enterprise](https://energyoffice.colorado.gov/about-us/boards-commissions/community-access-enterprise)
website.

(Reference [Colorado Revised Statutes 24-38.5-303](http://www.lexisnexis.com/hottopics/Colorado/))",2021-06-17 00:00:00 UTC,,false,103,Laws and Regulations,"",2021-07-14 01:06:53 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION,https://leg.colorado.gov/bills|http://www.lexisnexis.com/hottopics/Colorado/,enacted,2021-06-17
12636,CO,Electric Vehicle (EV) Special License Plate,"The Department of Revenue must issue a special license plate for EVs.
The taxes and fees for the EV license plates are the same as the amount
as the taxes and fees for regular motor vehicle license plates.

(Reference [Colorado Revised Statutes 42-3-259](http://www.lexisnexis.com/hottopics/Colorado/))",,,false,106,Laws and Regulations,"",2021-07-14 03:18:35 UTC,,,,"",ELEC|PHEV,"",REGIS,FLEET|GOV|IND,https://leg.colorado.gov/bills|http://www.lexisnexis.com/hottopics/Colorado/,,
12637,CO,Clean Energy Career Program,"The State Council and the Colorado Department of Natural Resources must
create an industry driven energy sector career pathway for
implementation before the 2022-2023 academic year. The energy sector
includes occupations and activities relating to the development,
installation, and maintenance of products or technologies in the areas
of electric vehicles, electric vehicle supply equipment, hydrogen fuel
cell technology, and renewable natural gas.

(Reference [Colorado Revised Statutes 42-46.3-501](https://leg.colorado.gov/))",,,false,109,Laws and Regulations,"",2021-07-14 03:25:51 UTC,,,,"",ELEC|HY|NG|PHEV,"",OTHER,OTHER,https://leg.colorado.gov/bills|https://leg.colorado.gov/,,
12639,DC,Public Utility Definition,"A person or entity that owns or operates electric vehicle supply
equipment, an electric vehicle charging station service company, or an
electric vehicle charging station service provider is not defined as a
public utility.

(Reference [District of Columbia Code 34-214](https://code.dccouncil.us/dc/council/code/))",,,false,60,Laws and Regulations,"",2021-07-21 18:12:02 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION|AFP,https://code.dccouncil.us/dc/council/code/,,
12640,NV,Public Utility Definition,"A person who owns, controls, operates, or manages a facility that
supplies electricity to charge electric vehicles is not defined as a
public utility.

(Reference [Nevada Revised Statutes 704.021](https://www.leg.state.nv.us/))",,,false,35,Laws and Regulations,"",2021-07-21 18:13:49 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION|AFP,https://www.leg.state.nv.us/,,
12641,RI,Public Utility Definition,"A company that provides alternative fuel or energy sources for use as a
motor vehicle fuel or energy source is not defined as a public utility.

(Reference [Rhode Island General Laws 39-1-2](http://webserver.rilin.state.ri.us/Statutes/))",,,false,55,Laws and Regulations,"",2021-07-21 18:15:13 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION|AFP,http://webserver.rilin.state.ri.us/Statutes/,,
12646,VA,Electric Vehicle (EV) Charging Station New Construction and Building Renovation Requirement,"Any executive branch agency or institution designing new building
construction of more than 5,000 square feet, or a renovation that costs
more than 50% of the value of the building, must include EV charging
infrastructure unless located in an Interstate System right-of-way. EV
charging infrastructure must be sufficient to support charging for every
centralized fleet vehicle based at that building.

(Reference [Virginia Code 2.2-1182 and 2.2-1183](https://law.lis.virginia.gov/vacode/))",2021-03-31 00:00:00 UTC,,false,55,Laws and Regulations,"",2021-07-23 11:44:05 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,GOV,https://law.lis.virginia.gov/vacode/|https://law.lis.virginia.gov/vacode/,enacted,2021-03-31
12647,VA,Electric Vehicle (EV) Infrastructure New Building Requirement for Localities,"Any locality designing new building construction of more than 5,000
square feet, or a renovation that costs more than 50% of the value of
the building, must include sufficient EV charging infrastructure. The
building must be capable of supporting projected EV charging and fueling
demand over the first 10 years following building occupancy.
Alternatively, the building must earn a EV or electric vehicle charging
credit from the Virginia Energy Conservation and Environmental Standards
(VEES), the U.S. Green Building Council's Leadership in Energy and
Environmental Design (LEED) green building rating standard, or the Green
Building Initiative's Green Globes building standard.

(Reference [Virginia Code 15.2-1804.1](https://law.lis.virginia.gov/vacode/))",2021-03-31 00:00:00 UTC,,false,56,Laws and Regulations,"",2021-07-23 11:45:24 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,GOV,https://law.lis.virginia.gov/vacode/|https://law.lis.virginia.gov/vacode/,enacted,2021-03-31
12649,OK,Electric Vehicle (EV) Charging Station Tax,"Beginning January 1, 2024, public EV charging stations are subject to a
tax of \$0.03 per kilowatt-hour. The tax does not apply to EV charging
stations at private residences. Tax revenue will be apportioned to the
Driving on Road Infrastructure with Vehicles of Electricity (DRIVE)
Revolving Fund. Oklahoma residents may apply EV charging station tax
payments as income tax credits and may be carried forward for up to five
years.

(Reference [Oklahoma Statutes 68-6501 through 68-6510](http://www.oklegislature.gov))",2021-04-22 00:00:00 UTC,,false,10,Laws and Regulations,"",2021-08-10 20:48:46 UTC,,,,"",ELEC|PHEV,"",FUEL,STATION|FLEET|GOV|MUD|IND,http://www.oklegislature.gov|http://www.oklegislature.gov,enacted,2021-04-22
12650,OK,Electric Vehicle (EV) and Plug-In Hybrid Electric Vehicle (PHEV) Fee,"EV owners must pay an annual vehicle registration fee in addition to
standard vehicle registration fees. Fee amounts vary depending on the
gross vehicle weight rating (GVWR) of the vehicle:

  GVWR                           Annual EV Registration Fee   Annual PHEV Registration Fee
  ------------------------------ ---------------------------- ------------------------------
  6,000 pounds (lbs.) or below   \$110                        \$82
  6,001 lbs. to 10,000 lbs.      \$158                        \$118
  10,001 lbs. to 26,500 lbs.     \$363                        \$272
  Greater than 26,501 lbs.       \$2,250                      \$1,687

A percentage of the revenue from the annual fee will be apportioned to
the Driving on Road Infrastructure with Vehicles of Electricity (DRIVE)
Revolving Fund.

(Reference [Oklahoma Statutes 68-6511](http://www.oklegislature.gov))",2021-04-22 00:00:00 UTC,,false,5,Laws and Regulations,"",2022-09-13 16:43:05 UTC,,,,"",ELEC|PHEV,"",EVFEE|FUEL,FLEET|IND,http://www.oklegislature.gov|http://www.oklegislature.gov,enacted,2021-04-22
12653,MN,Zero Emission Vehicle (ZEV) Sales Requirements and Low Emission Vehicle (LEV) Standards,"Minnesota has adopted the California motor vehicle emissions standards
and compliance requirements specified in Title 13 of the [California
Code of Regulations](http://www.oal.ca.gov/). Beginning January 1, 2024,
these regulations apply to all passenger cars, light-duty trucks, and
medium-duty vehicles. Manufacturers must meet the [greenhouse gas
emissions standard](https://www.afdc.energy.gov/laws/6493) and the [ZEV
production and sales
requirements](https://www.afdc.energy.gov/laws/4249). For more
information, see the [Clean Cars
Minnesota](https://www.pca.state.mn.us/air/clean-cars-minnesota)
website.

(Reference [Minnesota Administrative Rules Chapter 7023.025 and 7023.0300](https://www.revisor.mn.gov/rules/))",,,false,40,Laws and Regulations,"",2021-08-11 04:04:32 UTC,,,,"",ELEC|HY|OTHER|PHEV,"",AIRQEMISSIONS,MAN,https://www.revisor.mn.gov/rules/|https://www.revisor.mn.gov/rules/,,
12657,VT,Electric Vehicle (EV) Charger Multifamily Housing (MFH) Pilot Program,"The Vermont Agency of Transportation must establish and administer,
through a memorandum of understanding with the Department of Housing and
Community Development (DHCD), a pilot program to support the
installation of EV chargers at MFH and affordable housing units. The
DHCD must consult with other state agencies regarding the design, award
of funding, and administration of this pilot program. The DHCD published
a
[report](https://legislature.vermont.gov/Documents/2022/WorkGroups/House%20Transportation/Electric%20Vehicles/EVSE/W~Gary%20Holloway~Multiunit%20Dwelling%20Electric%20Vehicle%20Supply%20Equipment%20Pilot%20Program~1-14-2022.pdf)
on the outcomes of the pilot program on January 15, 2022. Additional
terms and conditions apply. For more information, see the [Multiunit
Dwelling](https://accd.vermont.gov/multiunit_dwelling) EV Charging Grant
website.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,false,46,Laws and Regulations,"",2021-08-11 12:22:40 UTC,,,,"",ELEC|PHEV,"",CCEINIT|OTHER,STATION|MUD,https://legislature.vermont.gov/,enacted,2021-06-03
12658,VT,Electric Vehicle (EV) Charger Deployment Goal,"Vermont established a goal to deploy at least one public direct current
(DC) fast charger port within one mile of all interstate and highway
exits and within 25 miles of other DC fast chargers along state
highways. In January 2023, the Vermont Agency of Transportation (VTrans)
published a map showing the locations of all public DC fast chargers.
VTrans must update the
[map](https://legislature.vermont.gov/Documents/2024/WorkGroups/House%20Transportation/Vehicle%20Electrification%20in%20Vermont/Witness%20Documents/W~Patrick%20Murphy~Map%20of%20EVSE%20Fast%20Charging%20Station%20Network~1-24-2023.pdf)
on an annual basis until this goal is met.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,false,49,Laws and Regulations,"",2021-08-11 12:25:11 UTC,,,,"",ELEC|PHEV,"",CCEINIT|OTHER,STATION|GOV|OTHER,https://legislature.vermont.gov/,enacted,2021-06-03
12659,VT,Utility Company Electric Vehicle (EV) Rates,"Utility companies must offer EV rates for public and private electric
vehicle supply equipment by June 30, 2024. The EV rates must be approved
by the Public Utility Commission (PUC). The PUC must submit a written
report to the legislature on the progress towards this goal by January
15 of each year through 2025. The PUC published a
[report](https://puc.vermont.gov/sites/psbnew/files/doc_library/act-55-electric-vehicle-rates-2022-report.pdf)
on January 15, 2024.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,false,52,Laws and Regulations,"",2021-08-11 12:26:49 UTC,,,,"",ELEC|PHEV,"",OTHER,AFP|OTHER,https://legislature.vermont.gov/,enacted,2021-06-03
12660,VT,Electric Vehicle (EV) Definition,"An EV is defined as a vehicle that can be powered by an electric motor
that draws electricity from a battery and is capable of being charged
from an external source. An EV includes both a vehicle that can only be
powered by an electric motor that draws electricity from a battery (EV)
and a vehicle that can be powered by an electric motor that draws
electricity from a battery and by an internal combustion engine (plug-in
hybrid electric vehicle).

(Reference [Vermont Statutes Title 23, Chapter 1, Section 4](https://legislature.vermont.gov/statutes/))",2021-06-03 00:00:00 UTC,,false,55,Laws and Regulations,"",2021-08-11 12:28:10 UTC,,,,"",ELEC|PHEV,"",DREST,FLEET|GOV|IND,https://legislature.vermont.gov/statutes/,enacted,2021-06-03
12661,VT,Public Transportation Electrification Plan,"The Vermont Agency of Transportation (VTrans), in consultation with
public transit providers, must prepare a long-range plan that outlines
the costs, timeline, training, maintenance, and operational actions
required to move to a fully electrified public transportation fleet.
VTrans filed the [Zero Emissions Transition
Plan](https://vtrans.vermont.gov/sites/aot/files/publictransit/documents/VTrans%20Zero-Emission%20Transition%20Plan_Final01312022.pdf)
on January 31, 2022.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,false,61,Laws and Regulations,"",2021-08-11 12:29:57 UTC,,,,"",ELEC|PHEV,"",CCEINIT|OTHER,GOV|TRANS,https://legislature.vermont.gov/,enacted,2021-06-03
12663,NJ,Zero Emission Vehicle (ZEV) Infrastructure Support,"Any individual, business, or public entity completing infrastructure
improvement projects or redeveloping residential, commercial,
industrial, public, or other structures is encouraged to include ZEV
fuel and charging infrastructure in redevelopment plans. ZEVs must meet
emissions and compliance requirements specified in Title 13 of the
[California Code of Regulations](https://oal.ca.gov/) for the applicable
model year, including but not limited to, electric vehicles (EVs) and
hydrogen fuel cell vehicles. Infrastructure projects are encouraged to:

Identify locations for public electric vehicle charging stations and
hydrogen fueling stations;

Construct ZEV charging and refueling infrastructure;

Build and allow EV charging in the right-of-way; and,

Designate EV only parking spaces.

(Reference [New Jersey Statutes 52:27D-489c](http://www.njleg.state.nj.us/))",2021-07-09 00:00:00 UTC,,false,45,Laws and Regulations,"",2021-08-11 15:09:42 UTC,,,,"",ELEC|HY,"",OTHER,FLEET|GOV|IND,https://www.njleg.state.nj.us/|http://www.njleg.state.nj.us/,enacted,2021-07-09
12664,KS,Public Utility Definition,"A corporation or individual that resells electricity supplied by a
public utility for use in electric vehicle chargers is not subject to
regulation as a public utility.

(Reference [Kansas Statutes 66-104](http://www.kslegislature.org/li/))",2021-04-09 00:00:00 UTC,,false,55,Laws and Regulations,"",2021-08-12 03:25:27 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,http://www.kslegislature.org/li/|http://www.kslegislature.org/li/,enacted,2021-04-09
12670,ME,Electric Vehicle (EV) Charger Promotion Requirement,"Electric utilities must design rates to encourage EV charger use and
file [rate schedule
proposals](https://www.maine.gov/mpuc/legislative/reports) with the
Maine Public Utilities Commission (PUC). Utilities filed proposals with
the PUC on November 1, 2021. Proposed EV charging stations must align
with the [Maine Won't Wait](https://afdc.energy.gov/laws/12562) climate
framework.

(Reference [Maine PUC Docket No. 2021-0198](https://mpuc-cms.maine.gov/CQM.Public.WebUI/Common/AdvanceSearch.aspx?MC=0&CI=1&FRM=0&DEF) and [House Bill 245, 2021](http://legislature.maine.gov/))",2021-07-19 00:00:00 UTC,,false,8,Laws and Regulations,"",2021-09-14 20:09:55 UTC,,,,"",ELEC|HEV|PHEV,"",CCEINIT,STATION|AFP,https://mpuc-cms.maine.gov/CQM.Public.WebUI/Common/AdvanceSearch.aspx?MC=0&CI=1&FRM=0&DEF|http://legislature.maine.gov/,enacted,2021-07-19
12677,OR,Public Electric Utility Cost Recovery Authorization,"A public electric utility may seek cost recovery from retail electricity
consumers for transportation electrification infrastructure.

(Reference [Oregon Revised Statutes 757.357](https://www.oregonlegislature.gov/))",2021-09-25 00:00:00 UTC,,false,72,Laws and Regulations,"",2021-10-01 21:03:46 UTC,,,,"",ELEC|PHEV,"",OTHER,AFP,https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/,enacted,2021-09-25
12679,NJ,Electric Vehicle (EV) Charger Make-Ready Requirements for New Developments,"As a condition of preliminary site plan approval, new non-residential
developments with parking lots and garages must meet the following
make-ready requirements:

::: {data-align=""center""}
  Number of Off-Street Parking Spaces                      Minimum Number of Make-Ready Parking Spaces
  ------------------------------------- ---------------------------------------------------------------------------------
  50 or fewer                                                                   1
  51 to 75                                                                      2
  76 to 100                                                                     3
  101 to 150                                                                    4
  Over 150                               4% of parking spaces; 5% of the make-ready spaces must be disability-accessible
:::

Parking lots and garages may install make-ready parking spaces and EV
charging stations at a faster rate than required. Retailers that provide
25 or fewer off-street parking spaces are not required to provide or
install any EV charging stations or make-ready parking spaces.

Parking lots and garages may install EV charging stations in lieu of
make-ready spaces to satisfy these requirements. Standards must be
developed that provide for the progression of accessible make-ready
parking spaces to accessible EV charging station parking spaces and
conform to the requirements of the most recent [International Building
Code](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjW07zxjp3yAhW2ZhUIHTFvDUsQFnoECAsQAQ&url=https%3A%2F%2Fwww.iccsafe.org%2Fproducts-and-services%2Fi-codes%2F2018-i-codes%2Fibc%2F&usg=AOvVaw3leWKSEim9SgAJ1OIsH4FK)
and [International Residential
Code](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiDj6OSj53yAhWho3EKHU_EAwoQFnoECAsQAQ&url=https%3A%2F%2Fwww.iccsafe.org%2Fproducts-and-services%2Fi-codes%2F2018-i-codes%2Firc%2F&usg=AOvVaw1uUcm-VqXZRZh_3SdJG4Y5)
published by the [International Code
Council](https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjW07zxjp3yAhW2ZhUIHTFvDUsQFnoECA4QAQ&url=https%3A%2F%2Fwww.iccsafe.org%2F&usg=AOvVaw1U6pcIGlSzNiKNgTx_gADK)
except as the Commissioner of Community Affairs (Commissioner) deems
appropriate to deviate from those codes.

In September 2021, the Commissioner of Community Affairs (Commissioner)
published a model land use ordinance to address installation, sightline,
setback requirements, and other health- and safety-related
specifications for EV charging stations and make-ready parking spaces
and post the [model land use
ordinance](https://www.nj.gov/dca/dlps/home/modelEVordinance.shtml) on
the department's website. Requirements include the following:

-   A parking space with an EV charging station or make-ready equipment
    may count as two parking spaces for the purpose of complying with a
    minimum parking space requirement but may not reduce total required
    parking by more than 10 percent.
-   All parking space calculations for EV charging stations and
    make-ready equipment pursuant to this section shall be rounded up to
    the next full parking space.

The model land use ordinance applies to all municipalities in New
Jersey, but municipalities may adopt reasonable standards to address
installation, sightline, and setback requirements or other health- and
safety-related specifications for EV charging stations and make-ready
parking spaces. Municipalities may not require more make-ready parking
spaces than the land use ordinance published by the Commissioner.

(Reference [New Jersey Statutes 40:55D-4, 40:55D-5, 40:55D-66.20, and 40:55D-66.21](https://www.njleg.state.nj.us/))",2021-07-09 00:00:00 UTC,,false,75,Laws and Regulations,"",2021-10-01 21:21:39 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,FLEET|GOV|MUD|OTHER,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,enacted,2021-07-09
12680,NJ,Electric Vehicle (EV) Charger Make-Ready Requirements for Multifamily Housing,"New or reconstructed multifamily housing developments with five or more
units must designate 15% of required off-street parking as EV make-ready
parking spaces, in proportion to new or reconstructed multifamily
housing. Prior to occupancy, EV chargers must be installed in 5% of
off-street parking. Multifamily housing must then install EV chargers in
an additional 5% of parking spaces within 3 years of occupancy and
another 5% within 6 years of occupancy. Multifamily housing may install
make-ready parking spaces and EV chargers at a faster rate than
required. Throughout the installation of EV chargers in make-ready
parking spaces at multifamily housing, at least 5% of EV chargers must
be accessible for people with disabilities. This does not apply to
multifamily housing that is entirely restricted to low- or
moderate-income housing. Additional terms and conditions apply.

(Reference [New Jersey Statutes 40:55D-5, 40:55D-66.20, 52:27D-119, and 40:55D-66.2](https://www.njleg.state.nj.us/) and [Senate Bill 3490, 2024](https://www.njleg.state.nj.us/))",2021-07-09 00:00:00 UTC,2024-01-08 00:00:00 UTC,false,80,Laws and Regulations,"",2024-04-02 21:10:41 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,MUD,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,amended,2024-01-08
12681,NJ,Electric Vehicle (EV) Parking Space Make-Ready Permitting Requirements,"EV make-ready parking spaces at existing service stations, existing
retail establishments, or any other existing building may be approved
through the issuance of a municipal zoning permit by meeting the
following requirements:

-   The proposed installation does not violate bulk requirements
    applicable to the property;
-   All other conditions of prior approvals continue to be met; and
-   The proposed installation complies with the construction codes
    adopted in, or promulgated pursuant to, the [State Uniform
    Construction
    Code](https://www.nj.gov/dca/divisions/codes/publications/pdf_ucc/UCC_gen_info.pdf),
    safety standards concerning the installation, and state rules or
    regulations concerning EV charging stations.

Installation of EV charging stations or EV make-ready parking spaces
shall be considered a permitted accessory use for all municipal zoning
or use districts.

(Reference [New Jersey Statutes 40:55D-5 and 40:55D-66.19](http://www.njleg.state.nj.us/))",2021-07-09 00:00:00 UTC,,false,85,Laws and Regulations,"",2021-10-01 21:28:25 UTC,,,,"",ELEC|PHEV,"",BUILD|OTHER,FLEET|GOV|MUD|IND,https://www.njleg.state.nj.us/|http://www.njleg.state.nj.us/,enacted,2021-07-09
12684,OR,Electric Vehicle (EV) Charger Authorization at State Parks,"The Oregon State Parks and Recreation Department allows the installation
and use of state-owned public EV chargers at parking spaces on state
park property. EV charger installations may be paid for through the
Parks and Recreation Transportation Electrification Fund.

(Reference [Oregon Revised Statutes 757.357](https://www.oregonlegislature.gov/))",2021-09-25 00:00:00 UTC,,false,135,Laws and Regulations,"",2021-10-11 20:41:35 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV,https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/,enacted,2021-09-25
12689,NC,Electric Vehicle (EV) Charging Station Purchase Policy for Dealerships,"Original equipment manufacturers (OEMs) may not require or coerce
dealerships to purchase or lease EV charging stations unless the
dealership is selling that OEM's EVs. Dealerships are not required to
offer public charging or purchase more EV charging stations than
reasonably necessary.

(Reference [North Carolina General Statues 20-305](https://www.ncleg.gov/Laws/GeneralStatutes))",2021-09-10 00:00:00 UTC,,false,121,Laws and Regulations,"",2021-10-11 22:46:23 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|MAN|OTHER,https://www.ncleg.gov/Laws/GeneralStatutes|https://ncleg.gov/,enacted,2021-09-10
12690,OR,Public Utility Definition,"A corporation, company, partnership, individual or association of
individuals that supplies electricity for use in motor vehicles is not
defined as a public utility.

(Reference [Oregon Revised Statues 757.005](https://www.oregonlegislature.gov/))",2003-01-01 00:00:00 UTC,,false,55,Laws and Regulations,"",2021-10-12 13:57:52 UTC,,,,"",ELEC|PHEV,"",UTILITY,AFP,https://www.oregonlegislature.gov/,enacted,2003-01-01
12697,RI,Electric Vehicle (EV) Infrastructure Development Support,"The Rhode Island Department of Transportation, along with the Division
of Motor Vehicles and the Office of Energy Resources, published a
statewide public EV charging station
[plan](https://energy.ri.gov/sites/g/files/xkgbur741/files/2022-02/electrifying-transportation-guide-dec-2021.pdf)
in December 2021. The plan outlines needs, opportunities, and
recommendations for expanding EV charging infrastructure in Rhode
Island. Recommendations include:

-   Invest in incentive programs for EVs and EV chargers;
-   Increase equity considerations in EV and EV charger programs;
-   Increase electrification of transit and school busses and other
    medium- and heavy-duty vehicles;
-   Conduct an analysis on how transportation electrification will
    impact transportation revenue;
-   Support the decarbonization of electricity;
-   Develop a clean transportation dashboard to track electrification
    progress; and,
-   Lead by example through state agency action.

(Reference [Rhode Island General Laws 31-3.3-1](http://webserver.rilin.state.ri.us/Statutes/))",2021-07-13 00:00:00 UTC,,false,7,Laws and Regulations,"",2022-03-10 22:24:31 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV,https://www.rilegislature.gov/pages/legislation.aspx|http://webserver.rilin.state.ri.us/Statutes/,enacted,2021-07-13
12700,NY,Zero Emission Vehicle (ZEV) Requirements,"All sales or leases of new light-duty passenger vehicles in New York
must be ZEVs by 2035, and all sales or leases of new medium- and
heavy-duty vehicles must be ZEVs by 2045. All new off-road vehicle and
equipment purchases must be zero emission by 2035.

To support the ZEV sales requirement, the New York State Energy Research
and Development Authority (NYSERDA) must develop the following:

-   Regulations and strategies to meet the 2035 and 2045 goals;
-   A ZEV market development strategy by January 31, 2023, and update it
    triennially;
-   Strategies to accelerate deployment of affordable ZEV infrastructure
    that serves low-income and disadvantaged communities; and,
-   Near-term actions and investment strategies to improve ZEV
    infrastructure by July 15, 2023.

(Reference [New York Consolidated Laws Environmental Conservation Section 19-0306-B](https://www.nysenate.gov/legislation/laws))",2021-09-08 00:00:00 UTC,2022-02-24 00:00:00 UTC,false,20,Laws and Regulations,"",2022-04-08 17:49:12 UTC,,,,"",ELEC|HY,"",OTHER,MAN|GOV,https://nyassembly.gov/|https://nyassembly.gov/|https://www.nysenate.gov/legislation/laws,amended,2022-02-24
12701,VA,Electric Vehicle (EV) Fee,"EV owners must pay an annual highway fee or a per-mile road use fee.
These fees are in addition to standard vehicle registration fees. For
more information, including the current fee amount, see the Virginia
Department of Transportation [Highway Use
Fee](https://www.dmv.virginia.gov/vehicles/#highwayuse_fee.asp) website.

(Reference [Virginia Code 46.2-770 through 46.2-773](https://law.lis.virginia.gov/vacode/))",,,false,30,Laws and Regulations,"",2021-11-02 12:55:17 UTC,,,,"",ELEC|PHEV,"",EVFEE|FUEL,IND,http://lis.virginia.gov/000/src.htm|https://law.lis.virginia.gov/vacode/,,
12702,NV,Zero Emission Vehicle (ZEV) Sales Requirements and Low Emission Vehicle (LEV) Standards,"Nevada adopted the California motor vehicle emissions and compliance
requirements specified in Title 13 of the [California Code of
Regulations](https://oal.ca.gov/). Manufacturers must meet the
[greenhouse gas emissions
standard](https://www.afdc.energy.gov/laws/6493) and the [ZEV production
and sales requirements](https://www.afdc.energy.gov/laws/4249),
beginning with model year 2025. These regulations apply to all passenger
cars, light-duty trucks, and medium-duty vehicles. For more information,
see the [Clean Cars Nevada](https://ndep.nv.gov/air/clean-cars-nevada)
website.

(Reference [Nevada Administrative Code 445B.2 through 445B.36](http://www.leg.state.nv.us/NAC/Chapters.html), [Nevada Administrative Regulation R093-20A through R093-20P](https://www.leg.state.nv.us/Division/Legal/LawLibrary/Register/index.html), and [Nevada Revised Statutes 445B.210, 445B.760, and 445B.835](https://www.leg.state.nv.us/law1.html))",2021-10-22 00:00:00 UTC,,false,17,Laws and Regulations,"",2021-11-02 13:22:19 UTC,,,,"",ELEC|HY|PHEV,"",AIRQEMISSIONS|OTHER,MAN,http://www.leg.state.nv.us/NAC/Chapters.html|https://www.leg.state.nv.us/Division/Legal/LawLibrary/Register/index.html|https://www.leg.state.nv.us/law1.html,enacted,2021-10-22
12704,DC,Electric Vehicle (EV) Charging Station Deployment Requirement,"The District Department of Transportation (DDOT) must install at least
15 public EV charging stations throughout the District of Columbia and
collect EV charging station use data. DDOT must submit an annual report
analyzing the program and provide an EV charging station map on the
[DDOT](https://ddot.dc.gov/) website.

(Reference [District of Columbia Code 50-921.23](https://code.dccouncil.us/))",2021-07-13 00:00:00 UTC,,false,43,Laws and Regulations,"",2021-11-12 13:00:13 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV,https://lims.dccouncil.us/|https://code.dccouncil.us/,enacted,2021-07-13
12707,MI,Regional Electric Vehicle (REV) Midwest Plan,"Michigan joined Illinois, Indiana, Minnesota, and Wisconsin (Signatory
States) in signing the REV Midwest [memorandum of
understanding](https://www.michigan.gov/documents/leo/REV_Midwest_MOU_master_737026_7.pdf)
(MOU) to accelerate vehicle electrification in the Midwest. Signatory
States are committed to:

-   Accelerate medium- and heavy-duty fleet electrification;
-   Collaborate on regional electric vehicle (EV) charging station
    siting and deployment analyses with a focus on commercial routes;
-   Standardize regulations, messaging, and customer experience related
    to EVs across state lines;
-   Evaluate opportunities for workforce development;
-   Identify historically disadvantaged communities for equitable EV
    charging station development and EV adoption; and,
-   Educate consumers and fleet owners to raise EV awareness, reduce
    range anxiety, and increase EV adoption.

The Signatory States maintain a coordination group composed of senior
leadership from each state who meet and report on the above actions. For
more information, see the REV Midwest [Partnership
Announcement](https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-569470--,00.html).
",2021-09-30 00:00:00 UTC,,false,50,Laws and Regulations,"",2021-11-12 18:37:30 UTC,,,,"",ELEC|PHEV,"",REQ|OTHER,STATION|MAN|GOV|OTHER,"",enacted,2021-09-30
